Field1,clstr_id,samp_id,meas_no,meas_yr,meas_first,meas_last,tsa,tsa_no,mgmt_unit,sampletype,project_de,bgc_zone,ysm_main,mat_main,species_cl,meas_dt,no_meas,period,tot_period,tfl,no_plots,own_sched,own_sched_,samp_sts,grid_size,grid_size_,grid_size1,grid_base,protect_ps,utm_source,utm_zone,utm_eastin,utm_northi,bcalb_x,bcalb_y,aspect,slope,elev,bec_source,elev_1,plot_typ,area_pm,shp_pm,len_pm,wid_pm,rad_pm,baf_pm,util,baha_L,baha_I,baha_V,baha_D,baha_DF,stemsha_L,stemsha_I,stemsha_V,stemsha_D,stemsha_DF,wsvha_L,wsvha_I,wsvha_V,wsvha_D,wsvha_DF,nmvha_L,nmvha_D,spc_live1,spc_label_,spc_label1,lead_si,lead_htop,bh_stand_a,tot_stand_,tsa_desc,objectid
426,CAR1-6301-MO1,CAR1_6301_CMI,0,2013,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,ESSF,N,Y,TrueFir,2013-07-17,1,0,0,NA,1,69-U,Crown - Miscel Reserve,A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,668000.00000000000,5834000,1370000,861000,NA,NA,1749,PROV_BEC_2017,ESSFwcw,F,0.04000000000,C,NA,NA,11.28379167000,NA,7.50000000000,26.10776307000,0,0,15.57994678000,0,975.65560180000,0,0,175.11767210000,0,130.12816280000,0,0,125.69236200000,0,96.33800310000,94.95770180000,BL,BL100,,6.495442708,15.26666667,140.5,164.1243292,Williams Lake TSA,73639
427,CAR1-6301-MO1,CAR1_6301_CMI,0,2013,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,ESSF,N,Y,TrueFir,2013-07-17,1,0,0,NA,1,69-U,Crown - Miscel Reserve,A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,668000.00000000000,5834000,1370000,861000,NA,NA,1749,PROV_BEC_2017,ESSFwcw,F,0.04000000000,C,NA,NA,11.28379167000,NA,12.50000000000,23.75403180000,0,0,15.41000987000,0,700.47068850000,0,0,150.10086180000,0,123.67861420000,0,0,125.29689740000,0,94.71602882000,94.95770180000,BL,BL100,,6.495442708,15.26666667,140.5,164.1243292,Williams Lake TSA,73640
428,CAR1-6301-MO1,CAR1_6301_CMI,0,2013,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,ESSF,N,Y,TrueFir,2013-07-17,1,0,0,NA,1,69-U,Crown - Miscel Reserve,A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,668000.00000000000,5834000,1370000,861000,NA,NA,1749,PROV_BEC_2017,ESSFwcw,F,0.04000000000,C,NA,NA,11.28379167000,NA,17.50000000000,18.63158056000,0,0,15.41000987000,0,425.28577520000,0,0,150.10086180000,0,102.35806080000,0,0,125.29689740000,0,80.77952127000,94.95770180000,BL,BL100,,6.495442708,15.26666667,140.5,164.1243292,Williams Lake TSA,73641
429,CAR1-6856-MO1,CAR1_6856_CMI,0,2013,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,MS,N,N,Other,2013-07-05,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,325000.00000000000,5789000,1030000,801000,NA,NA,1528,PROV_BEC_2017,MSdc2,F,0.04000000000,C,NA,NA,11.28379167000,NA,4.00000000000,0.00000000000,0,0,0.00000000000,0,0.00000000000,0,0,0.00000000000,0,0.00000000000,0,0,0.00000000000,0,0.00000000000,0.00000000000,,,,NA,NA,NA,NA,Williams Lake TSA,73642
430,CAR1-6856-MO1,CAR1_6856_CMI,0,2013,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,MS,N,N,Other,2013-07-05,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,325000.00000000000,5789000,1030000,801000,NA,NA,1528,PROV_BEC_2017,MSdc2,F,0.04000000000,C,NA,NA,11.28379167000,NA,7.50000000000,0.00000000000,0,0,0.00000000000,0,0.00000000000,0,0,0.00000000000,0,0.00000000000,0,0,0.00000000000,0,0.00000000000,0.00000000000,,,,NA,NA,NA,NA,Williams Lake TSA,73643
431,CAR1-6856-MO1,CAR1_6856_CMI,0,2013,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,MS,N,N,Other,2013-07-05,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,325000.00000000000,5789000,1030000,801000,NA,NA,1528,PROV_BEC_2017,MSdc2,F,0.04000000000,C,NA,NA,11.28379167000,NA,12.50000000000,0.00000000000,0,0,0.00000000000,0,0.00000000000,0,0,0.00000000000,0,0.00000000000,0,0,0.00000000000,0,0.00000000000,0.00000000000,,,,NA,NA,NA,NA,Williams Lake TSA,73644
432,CAR1-6856-MO1,CAR1_6856_CMI,0,2013,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,MS,N,N,Other,2013-07-05,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,325000.00000000000,5789000,1030000,801000,NA,NA,1528,PROV_BEC_2017,MSdc2,F,0.04000000000,C,NA,NA,11.28379167000,NA,17.50000000000,0.00000000000,0,0,0.00000000000,0,0.00000000000,0,0,0.00000000000,0,0.00000000000,0,0,0.00000000000,0,0.00000000000,0.00000000000,,,,NA,NA,NA,NA,Williams Lake TSA,73645
433,CAR1-6866-MO1,CAR1_6866_CMI,0,2013,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,SBPS,N,Y,Pine,2013-07-07,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,365000.00000000000,5787000,1070000,801000,NA,NA,1201,PROV_BEC_2017,SBPSxc,F,0.04000000000,C,NA,NA,11.28379167000,NA,4.00000000000,11.52323119000,0,0,1.61971543200,0,750.50430910000,0,0,50.03362061000,0,70.26225757000,0,0,9.93780032800,0,50.09136427000,7.77177477600,PL,PL100,,12.66627312,14.05,58.5,66.63431776,Williams Lake TSA,73646
434,CAR1-6866-MO1,CAR1_6866_CMI,0,2013,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,SBPS,N,Y,Pine,2013-07-07,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,365000.00000000000,5787000,1070000,801000,NA,NA,1201,PROV_BEC_2017,SBPSxc,F,0.04000000000,C,NA,NA,11.28379167000,NA,7.50000000000,11.24532767000,0,0,1.61971543200,0,550.36982670000,0,0,50.03362061000,0,69.51356032000,0,0,9.93780032800,0,50.09136427000,7.77177477600,PL,PL100,,12.66627312,14.05,58.5,66.63431776,Williams Lake TSA,73647
435,CAR1-6866-MO1,CAR1_6866_CMI,0,2013,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,SBPS,N,Y,Pine,2013-07-07,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,365000.00000000000,5787000,1070000,801000,NA,NA,1201,PROV_BEC_2017,SBPSxc,F,0.04000000000,C,NA,NA,11.28379167000,NA,12.50000000000,10.59536665000,0,0,1.61971543200,0,475.31939580000,0,0,50.03362061000,0,65.99573707000,0,0,9.93780032800,0,49.17526671000,7.77177477600,PL,PL100,,12.66627312,14.05,58.5,66.63431776,Williams Lake TSA,73648
436,CAR1-6866-MO1,CAR1_6866_CMI,0,2013,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,SBPS,N,Y,Pine,2013-07-07,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,365000.00000000000,5787000,1070000,801000,NA,NA,1201,PROV_BEC_2017,SBPSxc,F,0.04000000000,C,NA,NA,11.28379167000,NA,17.50000000000,6.41976007200,0,0,1.61971543200,0,225.15129270000,0,0,50.03362061000,0,42.35897946000,0,0,9.93780032800,0,33.20340894000,7.77177477600,PL,PL100,,12.66627312,14.05,58.5,66.63431776,Williams Lake TSA,73649
437,CAR1-6876-MO1,CAR1_6876_CMI,0,2013,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,SBPS,N,Y,Poplar,2013-09-30,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,405000.00000000000,5785000,1110000,801000,NA,NA,1149,PROV_BEC_2017,SBPSxc,F,0.04000000000,C,NA,NA,11.28379167000,NA,4.00000000000,5.77665626100,0,0,0.62253219200,0,575.38663700000,0,0,100.06724120000,0,22.47283090000,0,0,1.76003326700,0,9.52648723100,0.00000000000,AT,AT59PL41,,12.21289063,9.05,31.75,37.51556969,Williams Lake TSA,73650
438,CAR1-6876-MO1,CAR1_6876_CMI,0,2013,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,SBPS,N,Y,Poplar,2013-09-30,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,405000.00000000000,5785000,1110000,801000,NA,NA,1149,PROV_BEC_2017,SBPSxc,F,0.04000000000,C,NA,NA,11.28379167000,NA,7.50000000000,5.59557885000,0,0,0.62253219200,0,475.31939580000,0,0,100.06724120000,0,22.00657702000,0,0,1.76003326700,0,9.52648723100,0.00000000000,AT,AT58PL42,,12.21289063,9.05,31.75,37.51556969,Williams Lake TSA,73651
439,CAR1-6876-MO1,CAR1_6876_CMI,0,2013,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,SBPS,N,Y,Poplar,2013-09-30,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,405000.00000000000,5785000,1110000,801000,NA,NA,1149,PROV_BEC_2017,SBPSxc,F,0.04000000000,C,NA,NA,11.28379167000,NA,12.50000000000,2.29030701400,0,0,0.00000000000,0,100.06724120000,0,0,0.00000000000,0,10.85286328000,0,0,0.00000000000,0,7.64216988300,0.00000000000,PL,PL70AT30,,15.90852462,10.3,31.75,37.51556969,Williams Lake TSA,73652
440,CAR1-6876-MO1,CAR1_6876_CMI,0,2013,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,SBPS,N,Y,Poplar,2013-09-30,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,405000.00000000000,5785000,1110000,801000,NA,NA,1149,PROV_BEC_2017,SBPSxc,F,0.04000000000,C,NA,NA,11.28379167000,NA,17.50000000000,1.03036897700,0,0,0.00000000000,0,25.01681030000,0,0,0.00000000000,0,5.55685591400,0,0,0.00000000000,0,4.47131552400,0.00000000000,PL,PL100,,15.90852462,10.3,31.75,37.51556969,Williams Lake TSA,73653
441,CAR1-6881-MO1,CAR1_6881_CMI,0,2012,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,IDF,N,Y,Pine,2013-06-17,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,425000.00000000000,5784000,1130000,801000,NA,NA,1084,PROV_BEC_2017,IDFdk4,F,0.04000000000,C,NA,NA,11.28379167000,NA,4.00000000000,13.57184624000,0,0,5.73981596800,0,2626.76508200000,0,0,650.43706790000,0,50.90256731000,0,0,23.02113407000,0,9.26528600700,7.02491233000,PL,PL100,,7.727768269,10.26,72.6,84.15294346,Williams Lake TSA,73654
442,CAR1-6881-MO1,CAR1_6881_CMI,0,2012,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,IDF,N,Y,Pine,2013-06-17,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,425000.00000000000,5784000,1130000,801000,NA,NA,1084,PROV_BEC_2017,IDFdk4,F,0.04000000000,C,NA,NA,11.28379167000,NA,7.50000000000,9.36250377200,0,0,5.48446852500,0,1125.75646400000,0,0,550.36982670000,0,38.52400690000,0,0,22.33649363000,0,9.26528600700,7.02491233000,PL,PL100,,7.727768269,10.26,72.6,84.15294346,Williams Lake TSA,73655
443,CAR1-6881-MO1,CAR1_6881_CMI,0,2012,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,IDF,N,Y,Pine,2013-06-17,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,425000.00000000000,5784000,1130000,801000,NA,NA,1084,PROV_BEC_2017,IDFdk4,F,0.04000000000,C,NA,NA,11.28379167000,NA,12.50000000000,2.72606383000,0,0,1.28840821600,0,200.13448240000,0,0,100.06724120000,0,12.66605178000,0,0,5.26004113200,0,7.18044414000,2.59523903700,PL,PL100,,7.727768269,10.26,72.6,84.15294346,Williams Lake TSA,73656
444,CAR1-6881-MO1,CAR1_6881_CMI,0,2012,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,IDF,N,Y,Pine,2013-06-17,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,425000.00000000000,5784000,1130000,801000,NA,NA,1084,PROV_BEC_2017,IDFdk4,F,0.04000000000,C,NA,NA,11.28379167000,NA,17.50000000000,0.00000000000,0,0,0.00000000000,0,0.00000000000,0,0,0.00000000000,0,0.00000000000,0,0,0.00000000000,0,0.00000000000,0.00000000000,PL,,,7.727768269,10.26,72.6,84.15294346,Williams Lake TSA,73657
445,CAR1-6886-MO1,CAR1_6886_CMI,0,2012,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,IDF,N,N,Douglas-Fir,2013-06-19,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,445000.00000000000,5783000,1150000,801000,NA,NA,1029,PROV_BEC_2017,IDFdk4,F,0.04000000000,C,NA,NA,11.28379167000,NA,4.00000000000,7.60613541200,0,0,1.44274448600,0,425.28577520000,0,0,50.03362061000,0,50.95711152000,0,0,9.39119640300,0,44.36828008000,7.98491638200,FD,FD78PL22,,13.97705078,25,141,152.0830393,Williams Lake TSA,73658
446,CAR1-6886-MO1,CAR1_6886_CMI,0,2012,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,IDF,N,N,Douglas-Fir,2013-06-19,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,445000.00000000000,5783000,1150000,801000,NA,NA,1029,PROV_BEC_2017,IDFdk4,F,0.04000000000,C,NA,NA,11.28379167000,NA,7.50000000000,6.82374581900,0,0,1.44274448600,0,125.08405150000,0,0,50.03362061000,0,48.95475923000,0,0,9.39119640300,0,44.36828008000,7.98491638200,FD,FD86PL14,,13.97705078,25,141,152.0830393,Williams Lake TSA,73659
447,CAR1-6886-MO1,CAR1_6886_CMI,0,2012,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,IDF,N,N,Douglas-Fir,2013-06-19,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,445000.00000000000,5783000,1150000,801000,NA,NA,1029,PROV_BEC_2017,IDFdk4,F,0.04000000000,C,NA,NA,11.28379167000,NA,12.50000000000,5.90041999900,0,0,1.44274448600,0,25.01681030000,0,0,50.03362061000,0,45.82560134000,0,0,9.39119640300,0,43.43689018000,7.98491638200,FD,FD100,,13.97705078,25,141,152.0830393,Williams Lake TSA,73660
448,CAR1-6886-MO1,CAR1_6886_CMI,0,2012,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,IDF,N,N,Douglas-Fir,2013-06-19,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,445000.00000000000,5783000,1150000,801000,NA,NA,1029,PROV_BEC_2017,IDFdk4,F,0.04000000000,C,NA,NA,11.28379167000,NA,17.50000000000,5.90041999900,0,0,1.44274448600,0,25.01681030000,0,0,50.03362061000,0,45.82560134000,0,0,9.39119640300,0,43.43689018000,7.98491638200,FD,FD100,,13.97705078,25,141,152.0830393,Williams Lake TSA,73661
449,CAR1-6891-MO1,CAR1_6891_CMI,0,2012,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,IDF,N,N,Other,2013-06-22,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,465000.00000000000,5783000,1170000,801000,NA,NA,1073,PROV_BEC_2017,IDFdk4,F,0.04000000000,C,NA,NA,11.28379167000,NA,4.00000000000,0.00000000000,0,0,0.00000000000,0,0.00000000000,0,0,0.00000000000,0,0.00000000000,0,0,0.00000000000,0,0.00000000000,0.00000000000,,,,NA,NA,NA,NA,Williams Lake TSA,73662
450,CAR1-6891-MO1,CAR1_6891_CMI,0,2012,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,IDF,N,N,Other,2013-06-22,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,465000.00000000000,5783000,1170000,801000,NA,NA,1073,PROV_BEC_2017,IDFdk4,F,0.04000000000,C,NA,NA,11.28379167000,NA,7.50000000000,0.00000000000,0,0,0.00000000000,0,0.00000000000,0,0,0.00000000000,0,0.00000000000,0,0,0.00000000000,0,0.00000000000,0.00000000000,,,,NA,NA,NA,NA,Williams Lake TSA,73663
451,CAR1-6891-MO1,CAR1_6891_CMI,0,2012,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,IDF,N,N,Other,2013-06-22,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,465000.00000000000,5783000,1170000,801000,NA,NA,1073,PROV_BEC_2017,IDFdk4,F,0.04000000000,C,NA,NA,11.28379167000,NA,12.50000000000,0.00000000000,0,0,0.00000000000,0,0.00000000000,0,0,0.00000000000,0,0.00000000000,0,0,0.00000000000,0,0.00000000000,0.00000000000,,,,NA,NA,NA,NA,Williams Lake TSA,73664
452,CAR1-6891-MO1,CAR1_6891_CMI,0,2012,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,IDF,N,N,Other,2013-06-22,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,465000.00000000000,5783000,1170000,801000,NA,NA,1073,PROV_BEC_2017,IDFdk4,F,0.04000000000,C,NA,NA,11.28379167000,NA,17.50000000000,0.00000000000,0,0,0.00000000000,0,0.00000000000,0,0,0.00000000000,0,0.00000000000,0,0,0.00000000000,0,0.00000000000,0.00000000000,,,,NA,NA,NA,NA,Williams Lake TSA,73665
453,CAR1-6911-MO1,CAR1_6911_CMI,0,2013,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,IDF,Y,Y,Douglas-Fir,2013-08-26,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,545000.00000000000,5779000,1250000,801000,NA,NA,879,PROV_BEC_2017,IDFdk3,F,0.04000000000,C,NA,NA,11.28379167000,NA,4.00000000000,25.88137701000,0,0,8.02723470300,0,3702.48792500000,0,0,950.63879150000,0,122.50859030000,0,0,52.46675331000,0,58.30610839000,29.92987340000,FD,FD98PL02,,13.07116699,16.35,70.25,81.91357902,Williams Lake TSA,73666
454,CAR1-6911-MO1,CAR1_6911_CMI,0,2013,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,IDF,Y,Y,Douglas-Fir,2013-08-26,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,545000.00000000000,5779000,1250000,801000,NA,NA,879,PROV_BEC_2017,IDFdk3,F,0.04000000000,C,NA,NA,11.28379167000,NA,7.50000000000,20.88587250000,0,0,7.25907037500,0,1701.14310100000,0,0,650.43706790000,0,108.16932040000,0,0,50.41101903000,0,58.30610839000,29.92987340000,FD,FD98PL02,,13.07116699,16.35,70.25,81.91357902,Williams Lake TSA,73667
455,CAR1-6911-MO1,CAR1_6911_CMI,0,2013,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,IDF,Y,Y,Douglas-Fir,2013-08-26,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,545000.00000000000,5779000,1250000,801000,NA,NA,879,PROV_BEC_2017,IDFdk3,F,0.04000000000,C,NA,NA,11.28379167000,NA,12.50000000000,12.00573097000,0,0,4.04292257700,0,500.33620610000,0,0,125.08405150000,0,69.26183704000,0,0,36.22098190000,0,54.97571209000,29.21649435000,FD,FD100,,13.07116699,16.35,70.25,81.91357902,Williams Lake TSA,73668
456,CAR1-6911-MO1,CAR1_6911_CMI,0,2013,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,IDF,Y,Y,Douglas-Fir,2013-08-26,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,545000.00000000000,5779000,1250000,801000,NA,NA,879,PROV_BEC_2017,IDFdk3,F,0.04000000000,C,NA,NA,11.28379167000,NA,17.50000000000,6.23852547700,0,0,3.04754696700,0,150.10086180000,0,0,75.05043091000,0,40.81408096000,0,0,28.85327816000,0,37.32764762000,23.86627608000,FD,FD100,,13.07116699,16.35,70.25,81.91357902,Williams Lake TSA,73669
457,CAR1-6921-MO1,CAR1_6921_CMI,0,2013,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,SBS,N,N,Other,2013-09-14,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,585000.00000000000,5778000,1290000,801000,NA,NA,1047,PROV_BEC_2017,SBSdw2,F,0.04000000000,C,NA,NA,11.28379167000,NA,4.00000000000,0.00000000000,0,0,0.00000000000,0,0.00000000000,0,0,0.00000000000,0,0.00000000000,0,0,0.00000000000,0,0.00000000000,0.00000000000,,,,NA,NA,NA,NA,Williams Lake TSA,73670
458,CAR1-6921-MO1,CAR1_6921_CMI,0,2013,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,SBS,N,N,Other,2013-09-14,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,585000.00000000000,5778000,1290000,801000,NA,NA,1047,PROV_BEC_2017,SBSdw2,F,0.04000000000,C,NA,NA,11.28379167000,NA,7.50000000000,0.00000000000,0,0,0.00000000000,0,0.00000000000,0,0,0.00000000000,0,0.00000000000,0,0,0.00000000000,0,0.00000000000,0.00000000000,,,,NA,NA,NA,NA,Williams Lake TSA,73671
459,CAR1-6921-MO1,CAR1_6921_CMI,0,2013,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,SBS,N,N,Other,2013-09-14,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,585000.00000000000,5778000,1290000,801000,NA,NA,1047,PROV_BEC_2017,SBSdw2,F,0.04000000000,C,NA,NA,11.28379167000,NA,12.50000000000,0.00000000000,0,0,0.00000000000,0,0.00000000000,0,0,0.00000000000,0,0.00000000000,0,0,0.00000000000,0,0.00000000000,0.00000000000,,,,NA,NA,NA,NA,Williams Lake TSA,73672
460,CAR1-6921-MO1,CAR1_6921_CMI,0,2013,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,SBS,N,N,Other,2013-09-14,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,585000.00000000000,5778000,1290000,801000,NA,NA,1047,PROV_BEC_2017,SBSdw2,F,0.04000000000,C,NA,NA,11.28379167000,NA,17.50000000000,0.00000000000,0,0,0.00000000000,0,0.00000000000,0,0,0.00000000000,0,0.00000000000,0,0,0.00000000000,0,0.00000000000,0.00000000000,,,,NA,NA,NA,NA,Williams Lake TSA,73673
461,CAR1-7511-MO1,CAR1_7511_CMI,0,2013,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,ESSF,N,N,Other,2013-07-26,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,383000.00000000000,5726000,1090000,741000,NA,NA,2008,PROV_BEC_2017,ESSFxvp,F,0.04000000000,C,NA,NA,11.28379167000,NA,4.00000000000,0.00000000000,0,0,0.00000000000,0,0.00000000000,0,0,0.00000000000,0,0.00000000000,0,0,0.00000000000,0,0.00000000000,0.00000000000,,,,NA,NA,NA,NA,Williams Lake TSA,73674
462,CAR1-7511-MO1,CAR1_7511_CMI,0,2013,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,ESSF,N,N,Other,2013-07-26,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,383000.00000000000,5726000,1090000,741000,NA,NA,2008,PROV_BEC_2017,ESSFxvp,F,0.04000000000,C,NA,NA,11.28379167000,NA,7.50000000000,0.00000000000,0,0,0.00000000000,0,0.00000000000,0,0,0.00000000000,0,0.00000000000,0,0,0.00000000000,0,0.00000000000,0.00000000000,,,,NA,NA,NA,NA,Williams Lake TSA,73675
463,CAR1-7511-MO1,CAR1_7511_CMI,0,2013,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,ESSF,N,N,Other,2013-07-26,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,383000.00000000000,5726000,1090000,741000,NA,NA,2008,PROV_BEC_2017,ESSFxvp,F,0.04000000000,C,NA,NA,11.28379167000,NA,12.50000000000,0.00000000000,0,0,0.00000000000,0,0.00000000000,0,0,0.00000000000,0,0.00000000000,0,0,0.00000000000,0,0.00000000000,0.00000000000,,,,NA,NA,NA,NA,Williams Lake TSA,73676
464,CAR1-7511-MO1,CAR1_7511_CMI,0,2013,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,ESSF,N,N,Other,2013-07-26,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,383000.00000000000,5726000,1090000,741000,NA,NA,2008,PROV_BEC_2017,ESSFxvp,F,0.04000000000,C,NA,NA,11.28379167000,NA,17.50000000000,0.00000000000,0,0,0.00000000000,0,0.00000000000,0,0,0.00000000000,0,0.00000000000,0,0,0.00000000000,0,0.00000000000,0.00000000000,,,,NA,NA,NA,NA,Williams Lake TSA,73677
